Rank,Canonical SMILES,rbl
7085,[M]OC[C@@H](CNCc1cccc(c1O)OC)O,-0.011335254
7086,[M]OC(=O)C1CC(C)(C)N(C(C1)(C)C)O,-0.011338472
7087,[M]/[O]=C(\c1ccc(cc1)OCC(=O)O)/C=C/C1=CSC=C1,-0.011364102
7088,[M]/[O]=C(/CN1N=NC(=N1)c1cnccn1)\O,-0.011388838
7089,CC[C@H]([C@H]1O[C@]2(C=C[C@H]([C@@]3(O2)CC[C@@](O3)(C)[C@H]2CC[C@]([C@@H](O2)C)(O)CC)O[M])[C@@H](C[C@@H]1C)C)C(=O)[C@H]([C@H]([C@@H]([C@@H]1O[C@H](CC[C@@H]1C)[C@H](C(=O)O)CC)C)O)C,-0.011404634
7090,CSCC[C@H](/C(=[O]\[M])/O)NC(=O)C,-0.011504889
7091,[M]/[O]=C(\[C@@H]1[C@H](O[C@H]([C@@H]1C(=O)O)C(=O)O)C(=O)O)/O,-0.011538446
7092,[M][O]=[S@@](=O)(c1ccccc1P(c1ccccc1)c1ccccc1)O,-0.011540353
7093,[M]OC(C(F)(F)F)(C(F)(F)F)CN1CCOCCN(CCOCCOCC1)CC(C(F)(F)F)(C(F)(F)F)O,-0.011541665
7094,[M]/[O]=C(\[C@@H]1CCCN1Cc1ccccn1)/O,-0.011547625
7095,OCCN(CP(=[O][M])(O)O)CP(=O)(O)O,-0.011562645
7096,[M]OC(=O)c1ccccc1N[C@@H]1O[C@@H]2CO[C@H](O[C@H]2[C@@H]([C@H]1O)O)C,-0.011568427
7097,[M]OC(=O)c1cc(cc(c1O)C(=O)O)C(=O)O,-0.011585057
7098,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@@H]([C@@H]([C@H]3O)O[M])O[C@@H]3[C@@H](CO)O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]3[C@H](O[C@H](O[C@@H]4[C@H](O[C@H](O[C@@H]5[C@H](O[C@H](O[C@H]1[C@@H]([C@H]2O)O)[C@H](O)[C@H]5O)CO)[C@H](O)[C@H]4O)CO)[C@@H]([C@H]3O)O)CO,-0.011613727
7099,[M]/[O]=C(/c1cc(Br)cc(c1)C(=O)O)\O,-0.01168251
7100,[M][O](c1cc(OCc2ccncc2)cc(c1)C(=O)O)Cc1ccncc1,-0.011686802
7101,[M]OC(=O)c1ccc2c(c1)C(=O)NN=C2O,-0.011687875
7102,C[C@H]1CC[C@]2(O[C@H]1CC1=Nc3c(O1)cccc3C(=O)O)CC[C@@H]([C@@H]([O]2[M])[C@H](C(=O)C1=CC=CN1)C)C,-0.011697412
7103,[M]O[C@](C(C)(C)C)(/C=C(/C(C)(C)C)\O)C,-0.011702836
7104,[M][O]=P(Cc1ccc(cc1)F)(O)O,-0.011711538
7105,OC(=O)COc1c2cccc1Cc1cccc(c1OCC(=O)O)Cc1c(c(Cc3c(c(C2)ccc3)OCC(=O)O)ccc1)[O](CC(=O)O)[M],-0.011734486
7106,[M][O]=[S@](=O)(c1cc(cc(c1O)[N](=O)O)S(=O)(=O)O)O,-0.011758983
7107,[M]OC(=O)c1cccnn1,-0.01177901
7108,[M]/[O]=C(\C1=C(NC(=N1)c1ccccc1Cl)C(=O)O)/O,-0.011785269
7109,[M]/[O]=C(\C1=CN(C2CC2)c2c(C1=O)cc(c(c2)N1CCNCC1)F)/O,-0.011805534
7110,[M][O]1[C@H]2CC[C@@H]1[C@H]([C@H]2C(=O)O)C(=O)O,-0.011805892
7111,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]3[C@@H](CO)O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]3[C@H](O[C@H](O[C@@H]4[C@H](O[C@H](O[C@@H]5[C@H](O[C@H](O[C@H]1[C@@H]([C@H]2O)O)[C@H](O)[C@H]5O)CO)[C@H](O)[C@H]4O)CO)[C@@H]([C@H]3O[M])O)CO,-0.011861205
7112,[M]/[O]=C(/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)\O,-0.0118981
7113,CCCCN(C(=S)S)CCO[M],-0.011930823
7114,CO[C@@H]1[C@H](O)[C@@H](O)[C@@H]([C@H]([O]1[M])COP(=O)(O)O)O,-0.011951149
7115,[M]/[O]=C(\C(=O)Nc1cccc(c1)NC(=O)C(=O)O)/O,-0.011954486
7116,CC1=CC=C[O]1[M],-0.012012601
7117,[M]/[O]=C(/CN(CC(=O)O)CCC[C@H](C(=O)O)NCC(=O)O)\O,-0.012036085
7118,[M]/[O]=C\1/CCCC(=C1)O,-0.012052774
7119,[M]/[O]=C(\CCN/C(=C\C(=O)c1c(O)c(F)c(c(c1F)F)F)/C)/O,-0.012072265
7120,[M]/[O]=C(/C[C@@H](S(O)(O)O)C(=O)O)\O,-0.01207912
7121,[M]/[O]=C(/C1=C(N=C(N1)c1ccccc1C(=O)O)C(=O)O)\O,-0.01209563
7122,[M]OC(=O)N(c1c(C)cccc1C)/C=N/c1c(C)cccc1C,-0.01213789
7123,[M][O]=[S@@](=O)(c1ccc(cc1)Cl)O,-0.012190402
7124,[M]OC(=O)Cn1[cH]ccc(c1)C(=O)O,-0.012213588
7125,COc1c(O)c2C(=O)C[C@H]([O](c2c(c1O)S(=O)(=O)O)[M])c1ccc(cc1)O,-0.012247324
7126,[M]/[O]=C\1/C(=O)C(=C(C(=O)C1=S(C)C)O)[S](C)C,-0.012250423
7127,CCCCC1=C[P@@](=O)(O)[O](c2c1cccc2Cl)[M],-0.012253761
7128,[M][O]1C=CC=C1C1=NNC(=C1)c1ccccn1,-0.012264192
7129,[M]OC(=O)c1ccc(nc1)S,-0.012266874
7130,OC(=O)/C=C\C(=O)O[M],-0.01228565
7131,[M]/[O]=C/1\C(=C(C(=C1c1ccccc1)c1ccccn1)c1ccccn1)c1ccccc1,-0.01231271
7132,[M]/[O]=C(\[C@H]([C@@H](C(=O)O)OC(=O)c1ccc(cc1)C)OC(=O)c1ccc(cc1)C)/O,-0.012316048
7133,[M][O]=[S@@](=O)(CCCSC1=Nc2c(S1)cccc2)O,-0.012332678
7134,[M][O]1CCN(CC1)c1cc(O)c(c2c1cccc2)/N=N/c1ccccc1S(=O)(=O)O,-0.012333751
7135,CCCCCC1(OCC(=O)N[S@](=[O][M])(=O)C)COc2ccccc2OCCOCCOc2c(OC1)cccc2,-0.012334228
7136,[M][O]=[S@@](=O)(c1ccc(cc1)C(=O)O)NCC(=O)O,-0.012350917
7137,[M][O]1CC(N=C1[B@@](C1=NC(CO1)(C)C)([N]1=CN(C=C1)C(C)(C)C)c1ccccc1)(C)C,-0.012391865
7138,COc1c(/C=N/c2ccc3c(c2)OCCOCCOCCOCCO3)ccc(c1[O]([M])C)OC,-0.012464106
7139,[M]O[C@@H]1[C@@H](CO[P](O[P@@](=O)(OP(=O)(O)O)O)(O)O)O[C@H]([C@@H]1O)N1C=Nc2c1ncnc2N,-0.012465477
7140,[M]/[O]=C(\c1cc(cc(c1)CP(=O)(O)O)CP(=O)(O)O)/O,-0.012465775
7141,[M]/[O]=C(\c1ccc(cc1)NC(=O)Nc1ccc(cc1)C(=O)O)/O,-0.012551904
7142,[M]OC(=O)C[N@+](CC(=O)O)(CC[N+](CC(=O)O)(CC(=O)O)O)O,-0.012560248
7143,[M]O[P@](=O)(CP(=O)(O)O)O,-0.012585044
7144,[M]OCc1cccc(n1)CN1C=C[N](=C1)Cc1cccc(n1)CO,-0.012589693
7145,COc1cccc(c1O)/C=N/OCCO/N=C/c1c(O)c(O)c(c2c1cccc2)/C=N/OCC[O](/N=C/c1cccc(c1O)O)[M],-0.012591958
7146,OC[C@H]([C@H]1O[B@]2(O[C@@H]1[C@@H](CO)O)O[C@@H]([C@H](O2)[C@H](O[M])CO)[C@@H](CO)O)O,-0.012596607
7147,OCCCCO[M],-0.012598276
7148,OB([O](C(C)(C)C)[M])O,-0.012607574
7149,[M]O[P@](=O)(CN(CP(=O)(O)O)CC(=O)O)O,-0.01267606
7150,CN(Cc1ccccc1S)CC[O]([M])C,-0.012695074
7151,CC[C@H]([C@H]1O[C@]2(C=CC[C@@]3(O2)CC[C@@]([O]3[M])(C)[C@H]2CC[C@]([C@@H](O2)C)(O)CC)[C@@H](C[C@@H]1C)C)C(=O)[C@H]([C@H]([C@@H]([C@@H]1O[C@H](CC[C@@H]1C)[C@H](C(=O)O)CC)C)O)C,-0.012763023
7152,CSCC[C@H](C(=O)O)NC(=O)/C(=N/[C@@H](/C(=[O]/[M])/O)CCSC)/O,-0.012795746
7153,COc1cc(/N=N/c2ccc(cc2S(=O)(=O)O)S(=O)(=O)O[M])c(cc1N)C,-0.012802243
7154,COP(=O)(N[S@@](=[O][M])(=O)c1ccccc1)OC,-0.012816429
7155,[M]OC(C(OBB1OC(C(O1)(C)C)(C)C)(C)C)(C)C,-0.012820065
7156,[M]OC(=O)COc1ccc(cc1OCC(=O)O)C(=O)O,-0.012829363
7157,CC[O](c1ccc2c(c1)OC=C(C2=O)c1ccc(c(c1)S(=O)(=O)O)O)[M],-0.012838662
7158,[M]O[C@@H](c1c(F)c(F)c(c(c1C(=O)O)F)F)O,-0.012850583
7159,[M]OC(=O)[C@H](N1CCN(CCN(CCN(CC1)[C@@H](C(=O)O)C)[C@@H](C(=O)O)C)[C@@H](C(=O)O)C)C,-0.012860239
7160,CCCCCCCCCCCCc1cc(C)c(c(c1)CN(CC(=O)O[M])CC(=O)O)O,-0.012863457
7161,[M]OC(=O)[C@@H]([C@H]([C@H](c1ccccc1)CC(=O)O)c1ccccc1)O,-0.012875617
7162,[M]OC(=O)c1cc(cc(c1)C(=O)O)C(=O)O,-0.012935221
7163,[M]/[O]=C\1/NNC(=O)c2c1cc(cc2)S(=O)(=O)c1ccc2c(c1)C(=O)NNC2=O,-0.012939394
7164,[M]OS(=O)(=O)c1ccccc1N/N=C(\C(=O)N)/C(=O)C,-0.012960911
7165,CCCCOc1c2/C/3=N/C4=N/C(=N\C5=N/C(=N\C6=N/C(=N\C(=N3)c2c(c2c1cccc2)OCCCC)/c1c6c(OCCCC)c2c(c1OCCCC)cccc2)/c1c5c([O](CCCC)[M])c2c(c1OCCCC)cccc2)/c1c4c(OCCCC)c2c(c1OCCCC)cccc2,-0.012961805
7166,CCCCCCCCCCCCCCCC(=O)O[M],-0.012973189
7167,[M]/[O]=C(/CCN(CCN(CC(=O)O)CCC(=O)O)CCC(=O)O)\O,-0.012987852
7168,[M][O]1CC[N@@]2CCOCCOCC[N@@](CCOCCOCC2)CCOc2c3ccccc3c(c3c2cccc3)OCC[N@]2CCOCCOCC[N@@](CCOc3c4c(c1c1ccccc31)cccc4)CCOCCOCC2,-0.013010681
7169,[M]/[O]=C(\[C@@H]1OCCOCCO[C@@H](C(=O)O)[C@@H](OCCOCCO[C@H]1C(=O)O)C(=O)O)/O,-0.013014317
7170,[M]/[O]=C/1\C(=O)C(=C(c2c1cccc2)O)C,-0.013021469
7171,[M]OC(=O)[C@@H]1CC[C@H](CC1)C(=O)O,-0.013038456
7172,[M]/[O]=C(/C1=C(NC(=N1)c1cccc(c1)O)C(=O)O)\O,-0.013105094
7173,[M]/[O]=C(\c1ccc2c(c1)C(=NNC2=O)O)/O,-0.01310569
7174,[M]/[O]=C\1/C=Cc2c3c1c(O)ccc3cc(c2)C,-0.013114631
7175,[M]OC(=O)c1cc(N)c2c(c1)ccc(c2)C(=O)O,-0.013114929
7176,C[C@@H](C(=O)O[M])NCC(=O)O,-0.013116479
7177,[M]OS(=O)(=O)c1cc(cc(c1)C(=O)O)C(=O)O,-0.01315248
7178,[M]OC(=O)c1cc(Cl)c(cc1C(=O)O)Cl,-0.013167918
7179,[M][O]=[S@@]1(=O)N=C(c2c1cccc2)O,-0.01318872
7180,[M]OC(=O)COc1ccccc1N(CC(=O)O)CC(=O)O,-0.013219893
7181,CCOc1nc(cc(c1O[M])N(=O)=O)N(=O)=O,-0.013224006
7182,[M]/[O]=C(/C(=O)Nc1c(C)cccc1C)\O,-0.013251066
7183,COP(=O)(N[S@@](=[O][M])(=O)c1ccc(cc1)C)OC,-0.013251424
7184,C[O](c1cc(ccc1O)S(=O)(=O)O)[M],-0.013255835
7185,[M]OC(=O)c1cc(nc2c1cccc2)c1nc2ccccc2c(c1)C(=O)O,-0.013283849
7186,[M]OC(=O)c1ccc2c(n1)c(O)ccc2,-0.013310432
7187,OCCOCCO[M],-0.013316095
7188,COCC(C(C[O]([M])C)(F)F)(F)F,-0.013336778
7189,[M]OC(=O)c1c[cH]n(cc1)O,-0.013337851
7190,[M][O]1CCN(CC1)[P@@](=O)(N1CCOCC1)NC(=O)C(Cl)(Cl)Cl,-0.013338864
7191,[M]/[O]=C(/c1cc(cc(c1)c1cc(cc(c1)C(=O)O)C(=O)O)C(=O)O)\O,-0.013339698
7192,[M]OC(=O)c1cc(cc(c1O)N(O)O)[N](=O)O,-0.01338017
7193,[M]/[O]=C/1\N2CN3C(=O)N4[C@]5([C@]3(O)N3CN6[C@@]2([C@]2(N1CN1C(=O)N7[C@@]8([C@@]1(O)N(CN2C6=O)C(=O)N8CN1[C@]2(N(C7)C(=O)N6[C@@]2(O)N(C1=O)CN1[C@@]2([C@@](N(C4)C(=O)N2C6)(N(CN5C3=O)C1=O)O)O)O)O)O)O)O,-0.013400197
7194,[M]/[O]=C(\c1cccc(c1)[N]1=CN(C=C1)c1cccc(c1)C(=O)O)/O,-0.013438404
7195,N[C@@H](/C(=[O]/[M])/O)CC(=O)N,-0.013453603
7196,[M]OC(=O)c1cc(cc(c1)[S](=O)(O)O)C(=O)O,-0.013531983
7197,[M]/[O]=C(\N/C(=C(\[N](=O)O)/N(O)O)/O)/N,-0.013532758
7198,[M][O]=[S@](=O)(c1ccc(c(c1)C(O)O)O)O,-0.01353848
7199,CC[C@H]([C@H]1O[C@]2(C=CC[C@@]3([O]2[M])CC[C@@](O3)(C)[C@H]2CC[C@]([C@@H](O2)C)(O)CC)[C@@H](C[C@@H]1C)C)C(=O)[C@H]([C@H]([C@@H]([C@@H]1O[C@H](CC[C@@H]1C)[C@H](C(=O)O)CC)C)O)C,-0.01357615
7200,COCCN(CC(O[M])(C)C)CC,-0.013582885
7201,[M][O]=[S@@](=O)(CCc1ccccn1)O,-0.013586998
7202,[M]/[O]=C(/c1ccc(c(c1)N)N)\O,-0.01359117
7203,OC[C@H]([C@@H]([C@@H]([C@H]([S@](=[O][M])(=O)O)O)O)O)O,-0.013595641
7204,[M]O[C@H](N(CC(=O)N(CC(=O)O)CC(C)C)CC(C)C)CNC(=O)OC(C)(C)C,-0.01360929
7205,[M]/[O]=C(/c1cccc(c1)[N]1=CN(C=C1)c1cccc(c1)C(=O)O)\O,-0.013621986
7206,[M][O]=[S@](=O)(C(F)(F)F)NC(=O)C(=O)NS(=O)(=O)C(F)(F)F,-0.013629675
7207,O=CC1=C(O)C(C)(C)/C(=[O]\[M])/C(C1=O)(C)C,-0.013688087
7208,[M][O]=C1c2c(c(ccc2C(=O)O)C(=O)O)C(=O)c2c1c(ccc2C(=O)O)C(=O)O,-0.0136953
7209,[M]O[C@H]([C@@H](N(C)C)C)c1ccccc1,-0.013721824
7210,[M][O]1CCN=C1c1ccccc1O,-0.013766289
7211,[M]/[O]=C(\c1cc(ccc1N)N(=O)=O)/O,-0.013772726
7212,[M][O]=[S@@](=O)(c1cc(N)ccc1/C=C/c1ccc(cc1S(=O)(=O)O)N)O,-0.01377809
7213,[M]OC[C@@H](Cc1ccccc1)N,-0.013818324
7214,[M]OC(=O)[C@H](C(C)C)N,-0.013867497
7215,CCCC1=N[C@H](C(=N1)C(=O)O)C(=O)O[M],-0.013915598
7216,[M]/[O]=C(\C1=C(NC(=N1)c1ccc2c(c1)cccc2)C(=O)O)/O,-0.013920605
7217,[M][O]1CC[P@@](=O)(CCOCCOCC[P@@](=O)(CC1)Cc1ccccc1)Cc1ccccc1,-0.013930321
7218,[M][O]1COc2c1cc(cc2)c1cc2OCCOCCOCCOCCOc2cc1c1ccc2c(c1)OCO2,-0.013967395
7219,OCC[O](CC)[M],-0.014012814
7220,[M]O[C@H]([C@@H]1[N@@]2[C@H]([C@@H]([C@H]1O)O)SC[C@H]2C(=O)O)C(=O)O,-0.0140481
7221,[M][O]1CCC[C@@H]1CN(Cc1cc(C)cc(c1O)C(C)(C)C)Cc1cc(C)cc(c1O)C(C)(C)C,-0.014076829
7222,[M]/[O]=C(\C(C(C(F)(F)F)(F)F)(F)F)/C=C(/C(C)(C)C)\O,-0.014090896
7223,CCOC(=O)COc1ccc2c(c1)OC=C(C2=O)c1ccc(c(c1)S(=O)(=O)O[M])OCC(=O)OCC,-0.01413393
7224,[M]/[O]=C(/[C@H]1C[C@@H](C(=O)O)[C@H](C[C@H]1C(=O)O)C(=O)O)\O,-0.014144003
7225,O/C(=[O]/[M])/C=C=CC(=O)O,-0.014175773
7226,[M][O](c1ccccc1N/C(=C\c1ccccn1)/[Si](C)(C)C)Cc1ccccc1,-0.014193535
7227,[M]/[O]=C(/C=C/c1ccc(cc1)O)\O,-0.014218271
7228,O/C(=[O]\[M])/CSC1=NN=C(S1)SCC(=O)O,-0.014255404
7229,[M]/[O]=C(/C=C(/c1ccccc1)\O)\COc1ccccc1OC/C(=C/C(=O)c1ccccc1)/O,-0.014268398
7230,[M]/[O]=C(/C1=NNc2c1cccc2)\O,-0.014277875
7231,[M]OC(=O)C1=Cc2ccc(cc2C(=O)N1O)S(=O)(=O)O,-0.01428628
7232,[M]OS(=O)(=O)c1cc(ccc1C)N(=O)=O,-0.014291286
7233,NCCC/N=C(/C(=N/c1ccccc1/C(=[O]\[M])/O)/O)\O,-0.01434207
7234,ClN[S@@](=[O][M])(=O)c1ccccc1,-0.01435554
7235,[M][O]=C(c1ccc(cc1)N)O,-0.014401495
7236,O=C1Oc2cc3OCC[N@@]4CCOCC[N@](CC[O](c3cc2C(=C1)C(F)(F)F)[M])CCOCCOCC4,-0.01440841
7237,[M]/[O]=C(/c1cccc(c1C(=O)O)c1cc(cc(c1)C(=O)O)C(=O)O)\O,-0.014411867
7238,OC(=O)C[O](c1ccccc1N(CC(=O)O)CC(=O)O)[M],-0.014434814
7239,[M]/[O]=C(\N(c1ccc(cc1P(C(C)C)C(C)C)C)c1ccc(cc1P(C(C)C)C(C)C)C)/O,-0.014481783
7240,O=Cc1ccc(c(c1)[O]([M])C)O,-0.014486313
7241,CN(CCOc1cccc(c1)[O](CCN(C)C)[M])C,-0.014545977
7242,[M]OC(=O)c1cccc(n1)CN(CC(=O)O)CCOCCN(Cc1cccc(n1)C(=O)O)CC(=O)O,-0.014581323
7243,[M]OC(=O)c1ccc(cc1)CN(c1cc(cc(c1)C(=O)O)C(=O)O)Cc1ccc(cc1)C(=O)O,-0.014595509
7244,CO[C@@](/C(=C/C(=O)C(C(F)(F)F)(F)F)/O)([O]([M])C)C,-0.014607787
7245,OCC/N=C/c1cc(Br)cc(c1O)[O]([M])C,-0.014651835
7246,[M]/[O]=C(\CN(CP(=O)(OC(C)C)OC(C)C)CC(=O)O)/O,-0.014669657
7247,[M]OC(=O)c1cccc(c1)S(=O)(=O)O,-0.014684737
7248,COCCN(Cc1cc(C)cc(c1O)CN(CC[O]([M])C)CCOC)CCOC,-0.014716446
7249,[SrH]OC(=O)[B](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)C(C(F)(F)F)(F)F,-0.01472646
7250,C[O](c1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C)[M],-0.014731526
7251,[M]/[O]=C(/c1c[cH]n(cc1)O)\O,-0.014739037
7252,[M]OC(=O)c1cc(Sc2ccc(cc2)C(=O)O)c(cc1Sc1ccc(cc1)C(=O)O)C(=O)O,-0.014760971
7253,COC[C@H]1CC[C@H](N1CC(=C)C[Si](C)(C)C)C[O]([M])C,-0.014778495
7254,[M]OC(=O)CCN(CC(=O)O)CCN(CCC(=O)O)CCC(=O)O,-0.014891028
7255,[M]/[O]=C(\NP(=O)(OC)OC)/Nc1cccc(n1)NC(=O)NP(=O)(OC)OC,-0.014905691
7256,[M]OC(=O)c1ccc(c(c1)O)/C=N/CC/N=C/c1ccc(cc1O)C(=O)O,-0.014918983
7257,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]3[C@@H](CO)O[C@@H]([C@@H]([C@H]3O)O)O[C@H]3[C@H](O)[C@@H](O)[C@H]([O]([C@@H]3CO)[M])O[C@@H]3[C@H](O[C@H](O[C@@H]4[C@H](O[C@H](O[C@@H]5[C@H](O[C@H](O[C@H]1[C@@H]([C@H]2O)O)[C@H](O)[C@H]5O)CO)[C@H](O)[C@H]4O)CO)[C@H](O)[C@H]3O)CO,-0.0149315
7258,[M]OS(=O)(=O)c1ccc(c(c1)C(=O)NN=C1SCCS1)O,-0.014969766
7259,CCC1=NC(=C(N1)/C(=[O]\[M])/O)C(=O)O,-0.014972031
7260,[M]OC[C@H]1O[C@H]([C@H]2[C@@H]1OC(O2)(C)C)N1C(=NC2=C1N=C(N)NC2=O)c1cccc(c1)CCc1cccc(c1)C1=NC2=C(N1[C@@H]1O[C@@H]([C@@H]3[C@H]1OC(O3)(C)C)CO)N=C(NC2=O)N,-0.014988661
7261,[M]O[P@](=O)(CN1CCN(CCN(CC1)CP(=O)(O)O)CP(=O)(O)O)O,-0.014997244
7262,BP(C([Si](C)(C)C)[Si](C)(C)C)c1ccccc1[O]([M])C,-0.014999628
7263,[M]/[O]=C(/[C@@]([P](=O)O)(O)C)\O,-0.015042782
7264,OC[C@H]1O[C@H](O)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O[M])O)O)O,-0.01504904
7265,COc1ccc(cc1[S@@](=[O][M])(=O)O)C1=COc2c(C1=O)ccc(c2)O,-0.015049815
7266,[M]/[O]=C(/c1cc(OC)c(c(c1)c1cc(cc(c1O)OC)C(=O)O)O)\O,-0.015052497
7267,[M]/[O]=C(\CN1N=NN=C1NC1=NN(N=N1)CC(=O)O)/O,-0.015055537
7268,[M]/[O]=C(/c1ccc(cc1)CN(c1cc(cc(c1)C(=O)O)C(=O)O)Cc1ccc(cc1)C(=O)O)\O,-0.015060902
7269,OC(=O)COc1ccc(cc1)S(=O)(=O)c1ccc(cc1)[O](CC(=O)O)[M],-0.015078723
7270,[M]OC[C@H]([C@H]([C@@H]([C@@H]([C@H](S(=O)(=O)O)O)O)O)O)O,-0.0150792
7271,[M]/[O]=C\1/C=CC=C1/C=N/c1c(F)c(F)c(c(c1F)F)F,-0.015098512
7272,OC/C(=C/CC[P@@](=O)([O](P(=O)(O)O)[M])O)/C,-0.015098989
7273,[M]O[P](CCP(=O)(O)O)(O)O,-0.015112102
7274,[M]OC(C(C)(C)C)(C(C)(C)C)CP(C)C,-0.015123129
7275,[M][O](CCN[Si](C)(C)C)CCN[Si](C)(C)C,-0.015124321
7276,[M]/[O]=C/1\N2NC3=C(C2=NN=C1C(C)(C)C)C(=O)NC=N3,-0.015133798
7277,N[C@H](C(=O)O)CO[M],-0.015145302
7278,COc1ccc(cc1S(=O)(=O)O[M])C1=COc2c(C1=O)cc(cc2)F,-0.015147328
7279,[M]OC(=O)CN(Cc1c(O)ccc2c1ccc(c2)C(=O)O)CC(=O)O,-0.015164673
7280,COc1cccc(c1O)/C=N/OCCO/N=C/c1ccc(c(c1O)O)/C=N/[O](CCO/N=C/c1cccc(c1O)OC)[M],-0.015168071
7281,OCC([C@H](C(=O)NCCC(=O)O[M])O)(C)C,-0.015205383
7282,[M]OS(=O)(=O)CCCOc1ccc(c2c1cc1ccccc1c2)OCCCS(=O)(=O)O,-0.015232027
7283,[M]OC(=O)[C@@H]1N(c2c(cccc2C(C)C)C(C)C)C(CC1(CC)CC)(C)C,-0.015266716
7284,[M][O]=[S@@]1(=O)NS(=O)(=O)c2c1cccc2,-0.0152812
7285,[M]O[P@@](=O)([C@@](P(=O)(O)O)(CCCN(C)C)O)O,-0.015300393
7286,[M]OC(=O)c1c2ccccc2c(c2c1cccc2)C(=O)O,-0.015319228
7287,[M]O[C@H]([C@H](/C(=N/N=C/c1ccccc1O)/O)O)C(=O)N/N=C/c1ccccc1O,-0.0153234
7288,[M]OC(=O)c1ccncc1,-0.015337765
7289,COc1cc(cc(c1)C(=O)O)C(=O)O[M],-0.015339196
7290,COCCN[S@@](=[O][M])(=O)C(F)(F)F,-0.01534462
7291,[M]OC[C@@]1(O[C@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)O[C@@H]([C@H]([C@@H]1O)O)CO,-0.015356779
7292,[M]/[O]=C(/C1=C(O)NC(=O)NC1=O)\C,-0.015364587
7293,[M]/[O]=C(\CN(C1=CC=C(C=C1OCCOc1cc(F)ccc1N(CC(=O)O)CC(=O)O)F)CC(=O)O)/O,-0.015369594
7294,O[P@@](=O)(O[M])CC(=O)O,-0.015407503
7295,[M]OC(=O)C[C@](C(=O)O)(CC(=O)O)O,-0.015424848
7296,[M]OC(=O)c1ccc(c(c1)/N=C/c1ccncc1)N,-0.015451014
7297,[M]/[O]=C/1\C(=COc2c1ccc(c2)O)c1ccc(c(c1)S(=O)(=O)O)OC,-0.015539765
7298,CC[C@H]([C@H]1O[C@]2(C=C[C@H]([C@@]3(O2)CC[C@@]([O]3[M])(C)[C@H]2CC[C@]([C@@H](O2)C)(O)CC)O)[C@@H](C[C@@H]1C)C)C(=O)[C@H]([C@H]([C@@H]([C@@H]1O[C@H](CC[C@@H]1C)[C@H](C(=O)O)CC)C)O)C,-0.015552878
7299,[M]OC(=O)c1ccnc(c1)C(=O)O,-0.015624344
7300,CO[C@@H]1C[C@@H](C[C@H]2CC[C@@H]([C@@H](O2)[C@H](C(=O)O)C)C)[O]([C@@]2([C@@H]1C)O[C@](C[C@H]2C)(C)[C@H]1CC[C@@](O1)(C)[C@@H]1O[C@H](C[C@@H]1C)[C@H]1O[C@@](O)(CO)[C@@H](C[C@@H]1C)C)[M],-0.015672088
7301,[M][O]=P(CCCP(=O)(O)O)(O)O,-0.015724957
7302,O/N=C/c1ccc(c(c1C(=O)O)OC)[O]([M])C,-0.015742421
7303,CC(COc1cc(nc2c1ccc(n2)NC(=O)c1cccc(n1)C1=CC(=C(S1)C)[C@@H]1CCCC[C@@H]1C1=C(C)SC(=C1)c1cccc(n1)C(=O)Nc1ccc2c(n1)nc(cc2OCC(C)C)C(=O)Nc1ccc2c(n1)nc(cc2OCC(C)C)C(=O)Nc1cccc(n1)NC(=O)c1cc([O](CC(C)C)[M])c2c(n1)c(ccc2)NC(=O)c1cc(OCC(C)C)c2c(n1)c(ccc2)NC(=O)c1cc(OCC(C)C)c2c(n1)c(ccc2)N(=O)=O)C(=O)Nc1ccc2c(n1)nc(cc2OCC(C)C)C(=O)Nc1cccc(n1)NC(=O)c1cc(OCC(C)C)c2c(n1)c(ccc2)NC(=O)c1cc(OCC(C)C)c2c(n1)c(ccc2)NC(=O)c1cc(OCC(C)C)c2c(n1)c(ccc2)N(=O)=O)C,-0.015747905
7304,[M]OC(=O)c1ccc2c3c1c(ccc3C(=O)OC2=O)C(=O)O,-0.015751779
7305,[M][O]=[S@](=O)(c1ccccc1)C[S@](=O)(c1ccccc1)O,-0.015751898
7306,[M]/[O]=C(/CNC(=O)C/N=C/c1ccccc1O)\O,-0.015764177
7307,[M][O]=[S@@]1(=O)c2cc(cc(c2O)S(O)(O)c2cc(cc(c2O)S(=O)(=O)c2c(c(S(=O)(=O)c3c(c1cc(c3)[S](=O)(O)O)O)cc(c2)S(O)(O)O)O)S(O)(O)O)[S](=O)(O)O,-0.015784323
7308,[M]/[O]=C(/CCP(=O)(O)O)\O,-0.015803814
