Rank,Canonical SMILES,rbl
1875,COC(=O)[C@@H](NC(=O)[C@H]([C@@H]1Cc2cc3cc(O[C@@H]4O[C@H](C)[C@H]([C@@H](C4)O[C@H]4C[C@@H](O)[C@@H]([C@H](O4)C)O)O)c(c(c3c(c2C(=O)[C@H]1O[C@@H]1O[C@H](C)[C@H]([C@@H](C1)O[C@@H]1O[C@H](C)[C@@H]([C@@H](C1)O[C@@H]1O[C@H](C)[C@H]([C@@](C1)(C)O)O)O)O)O)O)C)[O]([M])C)Cc1ccccc1,0.04999423
1876,[M]OS(=O)(=O)c1cc(cc(c1O)S(=O)(=O)O)S(=O)(=O)O,0.049993992
1877,CN(CCN([C@H](c1ccc(cc1)[O]([M])C)O)C)C,0.049990892
1878,[M]OC(=O)CN(Cc1cccc(n1)C(=O)O)Cc1cccc(n1)C(=O)O,0.049985409
1879,C[O](c1cc(cc(c1)C(=O)O)C(=O)O)[M],0.049972892
1880,[M]OCCC/C(=N/N=C/c1ccccc1O)/O,0.049947321
1881,[M]OS(=O)(=O)c1ccc(cc1)/N=C/c1ccc(cc1O)O,0.049946547
1882,SCN(c1ccc(cc1)S(=O)(=O)O[M])CS,0.049939156
1883,[M][O]=[S@@](=O)(c1ccccc1P(c1cccc(c1)S(=O)(=O)O)c1ccccc1)O,0.04993552
1884,[M][O]=[S@](=O)(c1ccc(c(c1)N/N=C(\C(=O)N)/C(=O)C)O)O,0.049935102
1885,[M]OC(=O)c1ccc(c(c1)O)N,0.049925983
1886,[M]/[O]=C/1\c2cccnc2-c2c(C1=O)cccn2,0.049908757
1887,[M][O]=[S@@](=O)(c1ccc(cc1)C)NC(=O)NN1C[C@@H]2[C@H](C1)CCC2,0.049904823
1888,[M]/[O]=C(/Cc1cc(CC(=O)O)cc(c1)CC(=O)O)\O,0.049871266
1889,COc1cc2OCCOCCOCCOCCOc2cc1[O]([M])C,0.049871266
1890,[M]OS(=O)(=O)c1ccc2c(c1c1c3ccccc3ccc1S(O)(O)O)cccc2,0.04986012
1891,CCCCNc1cc(cc(c1[O](c1ccccc1)[M])S(=O)(=O)N)C(=O)O,0.049858093
1892,[M]OS(=O)(=O)c1cc(C(C)C)c(c(c1)C(C)C)/N=C\1/C(=N/c2c(cc(cc2C(C)C)S(=O)(=O)O)C(C)C)/c2c3c1cccc3ccc2,0.049808264
1893,CC[C@]1(C)C2=CC=C(O2)/C=N/CC[O](CC/N=C/C2=CC=C1O2)[M],0.049801469
1894,[M][O]=P(CN(CP(=O)(O)O)Cc1ccc(cc1)S(=O)(=O)O)(O)O,0.049795747
1895,O/C(=[O]\[M])/c1cccnc1C(=O)O,0.0497877
1896,Cc1ccc2c(c1)[O]([M])C(=N2)c1ccc2c(n1)c(O)ccc2,0.049776554
1897,COc1cccc(c1O)/C=N/CCS(=O)(=O)O[M],0.04977566
1898,[M]/[O]=C(\NC(=C(N(O)O)N(O)O)O)/N,0.049720824
1899,[M]/[O]=C(\c1ccc(c(c1)N(=O)=O)c1ccc(cc1N(=O)=O)C(=O)O)/O,0.049719334
1900,CN(Cc1cc(cc(c1O)C(C)(C)C)C(C)(C)C)CCN(Cc1ccccc1[O]([M])C)C,0.049718559
1901,CO[C@@H]([C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@@H]([C@H](O5)C)O)[C@@H]([C@H](O4)C)O)c(c(c3c(c2C(=O)[C@H]1O[C@@H]1O[C@H](C)[C@H]([C@@H](C1)O[C@H]1C[C@@H](O[C@@H]2O[C@H](C)[C@H]([C@@](C2)(C)O)O)[C@H]([C@H]([O]1[M])C)O)O)O)O)C)C(=O)N[C@H](C(=O)OC)Cc1ccccc1,0.049717247
1902,CCOP(=O)(CP(=[O][M])(OCC)OCC)OCC,0.049716711
1903,[M]OC(=O)CN1CCN(CCN(CCN(CC1)CC(=O)O)CC(=O)O)CC(=O)O,0.049714863
1904,[M][O]=P(CN1CCN(CCN(CCN(CC1)CP(=O)(O)O)C[P](O)(O)O)C[P](O)(O)O)(O)O,0.049712479
1905,[M][O]=[S@](=O)(c1cc2Cc3cc(cc(c3OCC(=O)O)Cc3cc(cc(Cc4c(c(Cc(c1)c2OCC(=O)O)cc(c4)S(=O)(=O)O)OCC(=O)O)c3OCC(=O)O)S(=O)(=O)O)S(=O)(=O)O)O,0.049705207
1906,OC[C@]1(O)O[C@H]([C@H]2C[C@@H]([C@@H](O2)[C@]2(C)CC[C@@H](O2)[C@]2(C)CC[C@@]3(O2)C[C@H](O)[C@H]([C@H](O3)[C@H]([C@H]([C@@H](C(=O)O)C)[O]([M])C)C)C)C)[C@H](C[C@H]1C)C,0.049688756
1907,[M]OC(=O)c1cc(cc(c1)/C/1=C/2\C=CC(=N2)/C(=C\2/C=C/C(=C(/C3=N/C(=C(\C4=CC=C1N4)/c1cc(cc(c1)C(=O)O)C(=O)O)/C=C3)\c1cc(cc(c1)C(=O)O)C(=O)O)/N2)/c1cc(cc(c1)C(=O)O)C(=O)O)C(=O)O,0.049679101
1908,OC(=O)COc1ccc(cc1)/C/1=C/2\C=CC(=N2)/C(=C\2/C=C/C(=C(/C3=N/C(=C(\C4=CC=C1N4)/c1ccc(cc1)OCC(=O)O)/C=C3)\c1ccc(cc1)[O](CC(=O)O)[M])/N2)/c1ccc(cc1)OCC(=O)O,0.049669981
1909,[M][O](/N=C/c1cc(Br)cc(c1O)Br)CCO/N=C/c1c(O)c(O)c(c2c1cccc2)/C=N/OCCO/N=C/c1cc(Br)cc(c1O)Br,0.049660861
1910,C[C@@H](/C(=[O]/[M])/O)N,0.049658775
1911,[M]OC(=O)C1=C/C(=C(/c2c(Cl)cccc2Cl)\c2cc(C)c(c(c2)C(=O)O)O)/C=C(C1=O)C,0.049636483
1912,[M]OS(=O)(=O)Cc1ccccc1,0.049636364
1913,O[S@](=[O][M])(=O)S,0.04963243
1914,C[O](Cc1ccccc1)[M],0.049625635
1915,[M]OC(=O)C1=C(NC(=N1)C(F)(F)F)C(=O)O,0.049620628
1916,[M]OC(=O)c1ccc(cc1)c1c(C)c(c2ccc(cc2)C(=O)O)c(c(c1C)c1c(C)c(c2ccc(cc2)C(=O)O)c(c(c1C)c1ccc(cc1)C(=O)O)C)C,0.049618304
1917,[M]OS(=O)(=O)c1cc2Cc3cc(cc(c3OCC(=O)O)Cc3cc(cc(Cc4c(c(Cc(c1)c2OCC(=O)O)cc(c4)S(=O)(=O)O)OCC(=O)O)c3OCC(=O)O)S(=O)(=O)O)S(=O)(=O)O,0.049589455
1918,[M]OC(=O)c1ccccc1OCCOCCOCCOc1ccccc1C(=O)O,0.049582303
1919,[M]OC(=O)C[C@@H](C(=O)O)NC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)N[C@H](C(=O)O)CC(=O)O,0.049575865
1920,[M]OC(=O)c1cc(Cl)ccc1/N=C/c1c(O)ccc2c1cccc2,0.049560547
1921,[M][O]=[S@@](=O)(c1cccc2c1cccc2N(C)C)/N=C\1/NN=C(S1)S(=O)(=O)N,0.049557984
1922,[M][O]=[S@](=O)(C1=NN/C(=N/S(=O)(=O)c2cccc3c2cccc3N(C)C)/S1)N,0.049553514
1923,COc1c2COc3cccc(c3O)/C=N/c3ccccc3/N=C/c3c(c(OCc4c(c(-c5c(c(-c1cc(c2)C)cc(C)c5)[O]([M])C)cc(C)c4)OC)ccc3)O,0.049536824
1924,CCCCCCCCCCC1(OCC(=O)O[M])COc2ccccc2OCCCOc2c(OC1)cccc2,0.049510717
1925,[M]/[O]=C(/C1=C(N=NN1)C(=O)O)\O,0.049504101
1926,OC(=O)C1=C(NC=N1)C(=O)O[M],0.049500823
1927,CC[C@H](C[C@H](C[C@H]([C@H]([O]([C@H]1O[C@@H](CO)[C@@H]([C@H]([C@H]1O)O)O)[M])[C@@H](/C=C(/[C@@H]([C@@H](/C=C(/[C@@H]([C@@H](/C=C(/[C@@H]([C@@H](C(=O)O)C)O)\C)C)O)\C)C)O)\C)C)C)C)C,0.049493909
1928,CC([O](C(=C(C)C)O[B](c1c(F)c(F)c(c(c1F)F)F)(c1c(F)c(F)c(c(c1F)F)F)c1c(F)c(F)c(c(c1F)F)F)[M])C,0.049473047
1929,[M][O]=[S@@](=O)(c1ccc(cc1)c1ccc(cc1)S(=O)(=O)O)O,0.049452782
1930,OC[C@H]([C@@H]1O[C@H](C[C@H]1O)O)O[M],0.049430847
1931,[M]/[O]=C(/c1ccc2-c3c(C(c2c1)(C)C)cc(cc3)C(=O)O)\O,0.049418032
1932,[M]/[O]=C\1/N2CN3[C@H]4N5CN6[C@@]2([C@]2(N1CN1[C@H]7[C@H]8N(C1=O)CN1C(=O)N9[C@@H]%10[C@H]1N(CN8C(=O)N7CN2C6=O)C(=O)N%10CN1[C@]2(N(C9)C(=O)N6CN7C(=O)N8CN(C3=O)[C@@H]4[N](=C5O)CN3[C@H]8[C@H]7N(C3=O)CN([C@@]26C)C1=O)C)C)C,0.049410582
1933,COC(=O)[C@]12CN(Cc3cccc(n3)C(=O)OC(C)(C)C)C[C@@]([C@H]2O[M])([C@@H](N([C@@H]1c1ccccn1)Cc1cccc(n1)C(=O)OC(C)(C)C)c1ccccn1)C(=O)OC,0.049389005
1934,[M]OS(=O)(=O)c1ccc(cc1)[C@]12C[C@]3(C[C@@](C2)(C[C@@](C1)(C3)c1ccc(cc1)[S](=O)(O)O)c1ccc(cc1)[S](=O)(O)O)c1ccc(cc1)[S](=O)(O)O,0.049387753
1935,[M][O]=P(CN1CCC(CC1)C1CCN(CC1)CP(=O)(O)O)(O)O,0.049322307
1936,[M]OC[C@H]1O[C@H](O[C@@H]2CC[C@]3([C@@H](C2)CC[C@@H]2[C@@H]3CC[C@]3([C@H]2CC[C@@H]3[C@@H](CCC(=O)O)C)C)C)[C@@H]([C@H]([C@@H]1O)O)O,0.049320459
1937,COc1ccc(cc1C(=O)O)c1ccc(c(c1)C(=O)O)[O]([M])C,0.049306393
1938,[M]/[O]=C(\CP(c1ccccc1)c1ccccc1)/O,0.049295962
1939,O/C(=[O]\[M])/C(=O)O,0.049284697
1940,[M]OC(=O)COc1cc(Cl)cc(c1)Cl,0.049281061
1941,N#CC1=C(O)N(CCC[O](C(C)C)[M])C(=O)C(=C1C)/N=N/C1=C(O)N(CCCOC(C)C)C(=O)C(=C1C)C#N,0.049280226
1942,[M][O]=[P@@]1(Oc2cc3O[P@](=O)(Oc4c5[C@@H](c3cc2[C@@H](c2c(O1)cc1O[P@@](=O)(Oc3c([C@H](c1c2)C)cc1[C@@H](c(c5)c(c4)O[P@](=O)(Oc1c3)c1ccccc1)C)c1ccccc1)C)C)c1ccccc1)c1ccccc1,0.049270332
1943,[M]Oc1cc(nc(c1)C(=O)O)C(=O)O,0.049254119
1944,[M]/[O]=C(\c1ccncn1)/O,0.049253881
1945,Cc1cc(C)c(c(c1)C)[C@H]1c2cc3-c4ccc(cc4)[O]([M])CCCCCCCCCCCCOc4ccc(-c5ccc6C1=C(c2cc3)C(=c1[c](C)cc(cc1C)C)c6c5)cc4,0.049250305
1946,[M][O]=P(c1ccc(cc1)c1cc(nc(c1)c1ccc(cc1)P(=O)(O)O)c1ccc(cc1)P(=O)(O)O)(O)O,0.049216926
1947,[M]OC[C@H]1O[Si]23(O[C@@H]1CO)(O[C@@H]([C@H](O3)CO)CO)O[C@@H]([C@H](O2)CO)CO,0.049208164
1948,[M]OS(=O)(=O)c1cc(C(=O)O)c(cc1O)O,0.049191713
1949,[M]O[P@@](=O)(/C=C/c1ccccc1)O,0.049170554
1950,[M]OC(=O)[C@H]1O[C@@H](O[C@H]2CC[C@]3([C@H](C2(C)C)CC[C@@]2([C@@H]3C(=O)C=C3[C@@]2(C)CC[C@@]2([C@H]3C[C@](C)(CC2)C(=O)O)C)C)C)[C@@H]([C@H]([C@@H]1O)O)O[C@@H]1O[C@H](C(=O)O)[C@H]([C@@H]([C@H]1O)O)O,0.049140215
1951,COC(=O)[C@H]([C@@H]([C@@H]([C@H]1O[C@@]2(CC[C@@](O2)(C)[C@H]2CC[C@@](O2)(CC)[C@@H]2O[C@H](C[C@@H]2C)[C@H]2O[C@](CO)(O[M])[C@@H](C[C@@H]2C)C)C[C@@H]([C@H]1C)O)C)OC)C,0.04909879
1952,OCCN(c1nc(Nc2ccc(cc2)S(=O)(=O)O[M])nc(n1)Cl)CCO,0.049065113
1953,[M]/[O]=C(/CN1CCN(CCN(CCN(CC1)CC(=O)O)C[P@@](=O)(CN(Cc1ccccc1)Cc1ccccc1)O)CC(=O)O)\O,0.049051881
1954,[M]/[O]=C(/C(=[C]#N)N=O)\O,0.049046516
1955,COCC1=NN(C(=C1COC)COC)[C@H](N1N=C(C(=C1C[O]([M])C)COC)COC)N1N=C(C(=C1COC)COC)COC,0.04902041
1956,[M][O]=P(c1nc(nc(n1)P(=O)(O)O)N1CCN(CC1)c1nc(nc(n1)P(=O)(O)O)P(=O)(O)O)(O)O,0.049016476
1957,[M][O]=[S@@](=O)(c1cc(O)c(cc1O)S(=O)(=O)O)O,0.049005628
1958,COc1c2COCCOCCOCCOCCOCc1cc(c2)[O]([M])C,0.048979759
1959,[M]/[O]=C(\c1cc(cc(c1)Oc1ccc(cc1)C(=O)O)Oc1ccc(cc1)C(=O)O)/O,0.048969984
1960,O=Cc1cccc(c1O)[O]([M])C,0.048924625
1961,[M]/[O]=C(\c1ccc(nc1)S)/O,0.048917413
1962,CC[Si](c1ccccc1)(c1ccccc1)CN1CCC[C@H]1C[O]([M])C,0.048914969
1963,[M]OC(=O)c1ccccc1NC(=O)C(c1ccc(cc1)C(C)(C)C)(c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C,0.048893154
1964,OC(=O)COCC(=O)O[M],0.048883736
1965,[M]/[O]=C(\Cn1[cH]cc(cc1)C(=O)O)/O,0.048859656
1966,[M]OC(=O)[C@@H]([C@H]1O[C@H](CC[C@@H]1C)C[C@H]([C@@H]([C@H]1CC[C@@H]([C@@](O1)(O)C[C@H]1O[C@](O)([C@@H](C[C@@H]1C)C)[C@@H]([C@@H]1CC[C@@](O1)(C)[C@]1(O)O[C@](C[C@H]1C)(C)[C@H]1CC[C@@]([C@@H](O1)CC)(C)O)O)C)C)O)C,0.048824549
1967,[M]OC(=O)C1=C(S[C@H]2N1C(=O)[C@@H]2[C@H](O)C)[C@H]1CCCO1,0.048822284
1968,CCN(C(=O)COc1c2COCc3cc(cc(c3OCC(=O)N(CC)CC)COCc3c(c(COCc1cc(c2)C(C)(C)C)cc(c3)C(C)(C)C)[O](CC(=O)N(CC)CC)[M])C(C)(C)C)CC,0.048813343
1969,[M]OC(=O)c1cccc(c1)c1ccncc1,0.048804045
1970,C[O](c1ccccc1I)[M],0.04878515
1971,CCCCNc1cc(cc(c1Oc1ccccc1)S(=O)(=O)N)C(=O)O[M],0.048774421
1972,COc1c(OC)cc(cc1OC)/C/1=C/2\C=CC(=N2)/C(=C\2/C=C/C(=C(/C3=N/C(=C(\C4=CC=C1N4)/c1cc(OC)c(c(c1)OC)OC)/C=C3)\c1cc(OC)c(c(c1)[O]([M])C)OC)/N2)/c1cc(OC)c(c(c1)OC)OC,0.048772097
1973,CCCCNc1cc(cc(c1Oc1ccccc1)S(=O)(=O)N)/C(=[O]/[M])/O,0.048764586
1974,[M]/[O]=C(/[C@@H]1C=CC=C1)\O,0.048750401
1975,[M]O[C@H]1CCCC[C@@H]1Pc1c(cc(cc1C(C)C)C(C)C)C(C)C,0.048749745
1976,[M]OC(=O)c1cc(OC)c(c(c1)c1cc(cc(c1O)OC)C(=O)O)O,0.048747003
1977,[M]/[O]=C\1/NN=C(c2c1ccc(c2)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C(=O)N=NC2=O)O,0.048741341
1978,[M]OC(=O)C(c1ccccc1)(c1ccccc1)c1ccccc1,0.048729658
1979,[M]/[O]=C(\CN(c1ccc(cc1N(CC(=O)O)CC(=O)O)Cl)CC(=O)O)/O,0.048707306
1980,COc1cc2c(c3cc(cc(c3)C(=O)O)C(=O)O)c3cc([O]([M])C)c(cc3c(c2cc1OC)c1cc(cc(c1)C(=O)O)C(=O)O)OC,0.048685253
1981,[M]OS(=O)(=O)CCCSc1c(O)c(SCCCS(=O)(=O)O)c(c(c1SCCCS(=O)(=O)O)O)SCCCS(=O)(=O)O,0.048657715
1982,[M]OC(=O)COc1ccc(cc1)OCC(=O)O,0.048656762
1983,[M]/[O]=C(/C(=N/CCC/N=C(/C(=O)O)\O)/O)\O,0.048649311
1984,[M]OC(=O)COc1cc2ccccc2cc1OCC(=O)O,0.048623741
1985,[M]OS(=O)(=O)c1c(O)cc(c2c1OC(=C(C2=O)O)c1ccc(c(c1)O)O)O,0.048617721
1986,CCC1=C2NC(=C1C)/C=C/1\N=C(C(=C1C)CC)/C=C/1\N/C(=C(\C3=N/C(=C\2)/C(=C3C)CC)/c2ccccc2[O](c2ccccc2/C/2=C\3/N=C(C(=C3C)CC)/C=C/3\N=C(C(=C3CC)C)/C=C/3\N=C(/C=C/4\N=C2C(=C4CC)C)C(=C3C)CC)[M])/C(=C1CC)C,0.048573256
1987,[M]OC(=O)c1cc(cc(c1)[N](=O)O)[N](=O)O,0.04853636
1988,COCC[O](c1cccc(c1O)C=N)[M],0.048525453
1989,[M]/[O]=C(\c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)O)c2c3c1ccc1c3c(cc2)c(cc1c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O)/O,0.048517346
1990,COc1cccc(c1O)/C=N/OCCO/N=C/c1c(O)c(O)c(c2c1cccc2)/C=N/OCCO/N=C/c1cccc(c1O)[O]([M])C,0.048515677
1991,[M]OC(=O)COP(=O)(O)O,0.048509836
1992,COc1ccc(cc1)C[O](C1COc2ccccc2OCCOCCOc2c(OC1)cccc2)[M],0.048508227
1993,CCOP(=[O][M])(/C=C(\O)/C)OCC,0.048507988
1994,[M]OC(=O)c1ccc(cc1NC(=O)C(=O)Nc1cc(ccc1C(=O)O)C(=O)O)C(=O)O,0.048489273
1995,COc1ccccc1N1CCOCCN(CCOCCOCC1)c1ccccc1[O]([M])C,0.048488319
1996,[M]OC(=O)/C=C/c1ccccc1,0.048467398
1997,[M]/[O]=C(\c1cc(OCc2ccncc2)cc(c1)OCc1ccncc1)/O,0.048451364
1998,[M]/[O]=C(/c1ccc(cc1)c1ccc(cc1c1ccc(cc1)C(=O)O)C(=O)O)\O,0.048434675
1999,OC[C@H]([C@@H]1O[C@H](C[C@H]1O)O[M])O,0.048423588
2000,[M]OS(=O)(=O)c1ccccc1[S](=O)(O)O,0.048419416
2001,[M][O](/N=C/c1cc(Cl)cc(c1O)Cl)CCO/N=C/c1cc(Cl)cc(c1O)Cl,0.048410118
2002,[M]/[O]=C(/c1cc(cc(c1)c1cccc(c1C(=O)O)C(=O)O)C(=O)O)\O,0.048395693
2003,CN1C=CC(=C(C1=O)O)C(=O)NCC[O](CCNC(=O)C1=C(O)C(=O)N(C=C1)C)[M],0.048387468
2004,[M]OC(=O)c1ccc(cc1)c1c(cc(c(c1C(=O)O)c1ccc(cc1)C(=O)O)C(=O)O)C(=O)O,0.04838109
2005,[M][O]=[S@](=O)(c1ccc2c(c1)ccc(c2)S(=O)(=O)O)O,0.048380494
2006,[M]O[P@](=O)([C@](P(=O)(O)O)(Cc1cccnc1)O)O,0.048378527
2007,[M][O](c1ccccc1P(=O)(c1ccccc1)c1ccccc1)CCN(CCOc1ccccc1P(=O)(c1ccccc1)c1ccccc1)CCOc1ccccc1P(=O)(c1ccccc1)c1ccccc1,0.048370659
2008,[M]OC(=O)c1ccc(c(c1)N(=O)=O)Cl,0.048351109
2009,COc1cc2CCCC3=CC(=O)C(=CC3=O)COCCOCCOCCOCCOCc1cc2[O]([M])C,0.04834795
2010,COc1c2cccc1Cc1cc(cc(c1O)Cc1c(c(Cc3c(c(C2)cc(c3)[P@@](=O)(O[M])O)O)ccc1)OC)P(=O)(O)O,0.04834789
2011,CO[C@H]1CC[C@@H](O[C@@H]1C)O[C@@H]1C[C@@]2([O]([C@]1(C)[C@H]1CC[C@H]([C@]3(O1)O[C@H](C[C@@H]3C)[C@H]1O[C@@](O)(CO)[C@@H](C[C@@H]1C)C)C)[M])C[C@H](O)[C@H]([C@H](O2)[C@H](/C=C(/C(=O)[C@@H](C[C@@H](C(=O)O)C)C)\C)C)C,0.048346341
2012,[M]/[O]=C(/c1cc(C#Cc2cc(cc(c2)C(=O)O)C(=O)O)cc(c1)C(=O)O)\O,0.048314869
2013,[M]OCc1cccc(n1)CO,0.048312902
2014,[M]OC(=O)c1ccc(c(c1)N(=O)=O)C(=O)O,0.048301876
2015,[M]/[O]=C(/c1ccc(cc1)/C=C/C(=O)O)\O,0.048296869
2016,[M][O]=[S@@](=O)(c1ccccc1)N[C@H](C(=O)O)Cc1ccccc1,0.048276544
2017,CCO[P@@](=O)([C@H]1CCCN1C(=O)[C@@H]([C@H](C(=O)O)OC(=O)c1ccccc1)OC(=O)c1ccccc1)[O](CC)[M],0.048265398
2018,CCOC(=O)COc1c2Cc3cc(cc(c3OCC(=O)OCC)Cc3cc(cc(c3OCC(=O)OCC)Cc3c(c(Cc4c(c(Cc1cc(c2)C(C)(C)C)cc(c4)C(C)(C)C)OCC(=O)OCC)cc(c3)C(C)(C)C)[O](CC(=O)OCC)[M])C(C)(C)C)C(C)(C)C,0.048256099
2019,[M]OC[C@]1(O)O[C@H]([C@H]2C[C@@H]([C@@H](O2)[C@]2(CC)CC[C@@H](O2)[C@]2(C)CC[C@@]3(O2)C[C@H](O)[C@H]([C@H](O3)[C@H]([C@H]([C@@H](C(=O)Nc2ccccc2)C)OC)C)C)C)[C@H](C[C@H]1C)C,0.048229635
2020,CO[Si@](N1CCC[C@H]1C[O]([M])C)(C1CCCCC1)C[Si](C)(C)C,0.048224092
2021,O[C@H](/C(=[O]\[M])/O)CC(=O)O,0.048201621
2022,[M]/[O]=C(\CN1C=C/C(=C\2/N=NN=N2)/C=C1)/O,0.048198998
2023,COC[C@H](O[M])C,0.048186302
2024,C[S@@](=[O][M])(=O)CC#N,0.048147619
2025,CC(=O)CCC(=O)O[M],0.048146069
2026,OC(=O)/C=C/CC(=O)O[M],0.048140049
2027,CC(=O)NS(=O)(=O)c1ccc(cc1)Nc1nc2N=CNc2c(n1)[O](CC1CCCCC1)[M],0.048124671
2028,[M]OC(=O)COc1c2Sc3cc(cc(c3O)Sc3cc(cc(Sc4c(c(Sc1cc(c2)C(C)(C)C)cc(c4)S(=O)(=O)O)O)c3O)S(=O)(=O)O)[S](=O)(O)O,0.04810971
2029,[M]/[O]=C(/CN1N=NC(=N1)c1cc(cc(c1)C1=NN(N=N1)CC(=O)O)C1=NN(N=N1)CC(=O)O)\O,0.048075914
2030,C[O](CCN1CCOCCOCCOCCOCC1)[M],0.048068821
2031,[M]OC(=O)C[N]1=C(N)OC(=C1C)C,0.048061788
2032,COC(=O)CN1N=NC(=N1)c1cc(cc(c1)C1=NN(N=N1)CC(=O)O)C1=NN(N=N1)CC(=O)O[M],0.048059225
2033,[M][O](/N=C/c1c(O)c(O)c(c2c1cccc2)/C=N/OCCO/N=C/c1cc(Br)cc(c1O)Br)CCO/N=C/c1cc(Br)cc(c1O)Br,0.048028111
2034,[M][O]=P(c1cc2Cc3cc(cc(c3O)Cc3cc(cc(Cc4c(c(Cc(c1)c2O)cc(c4)P(=O)(O)O)O)c3O)P(=O)(O)O)P(=O)(O)O)(O)O,0.048026264
2035,[M]OS(=O)(=O)[C@](N1C=CC=N1)(N1C=CC=N1)N1C=CC=N1,0.048007548
2036,COc1cc2OC=C(C(=O)c2c(c1[O]([M])C)O)c1ccc(c(c1)S(=O)(=O)O)OC,0.047996521
2037,CN(CC[O](c1ccccc1)[M])C,0.047987878
2038,OC[C@@H]1CCCC[O]1[M],0.047987819
2039,CC(=C)C(=O)O[M],0.047984481
2040,[M][O]=[S@](=O)(C(F)(F)F)/C(=C\1/C=CCC=C1)/Cc1ccccc1,0.04793787
2041,[M]/[O]=C(\c1ccc(cc1)NC1=NC(=NC(=O)N1)Nc1ccc(cc1)C(=O)O)/O,0.047911882
2042,COc1cccc(c1O)/C=N/c1ccccc1N[C@@H](c1cccc(c1O)[O]([M])C)C(=O)O,0.047882378
2043,OCCOCCOCCO[Si]([Si](OCCOCCOCCO[M])(C)C)(C)C,0.047873557
2044,[M]/[O]=C(\c1cccnc1)/C=C(/C(F)(F)F)\O,0.047873259
2045,[M]OC[C@H]1OCO[C@@H]([C@H]([C@@H]1O)O)CO,0.04787153
2046,COc1cc(P(c2cc(OC)c(cc2S(=O)(=O)O)[O]([M])C)c2ccccc2)c(cc1OC)S(=O)(=O)O,0.047830105
2047,[M]O[C@H]1[C@H](O)[C@H](O)CO[C@]1(O)CO,0.047827184
2048,[M][O](c1c2Cc3cc(cc(c3OCC3=NN=NN3)Cc3cc(cc(Cc4c(c(Cc1cc(c2)C(C)(C)C)cc(c4)C(C)(C)C)O)c3OCC1=NN=NN1)C(C)(C)C)C(C)(C)C)CC1=NN=NN1,0.047825217
2049,CCOC(=O)C(=C1C=C(CC2=C1[O]([M])C1=C(C2(C)C)CC(=CC1=C(C(=O)OCC)C(=O)OCC)C(C)(C)C)C(C)(C)C)C(=O)OCC,0.047811091
2050,[M]OC(=O)C(=O)NCCCNC(=C(O)O)O,0.047803164
2051,[M]OC(=O)[C@H](C[C@H](C(=O)/C(=C/[C@@H]([C@H]1O[C@]2(C[C@@H]([C@H]1C)O)C[C@H]([C@@](O2)(C)[C@H]1CC[C@H]([C@]2(O1)O[C@H](C[C@@H]2C)[C@H]1O[C@@](O)(CO)[C@@H](C[C@@H]1C)C)C)O[C@H]1CC[C@@H]([C@H](O1)C)OC)C)/C)C)C,0.047786593
2052,CCO[P@@](=O)(C([P@](=O)([O](CC)[M])O)(Cl)Cl)O,0.047770202
2053,[M]/[O]=C(/c1c(Br)c(Br)c(c(c1Br)Br)C(=O)O)\O,0.047759235
2054,OC(=O)c1cc(cc(c1)C(=O)O)[O]([C@@H](C(=O)O)C)[M],0.047741294
2055,[M][O]=[S@](=O)(c1cccnc1)O,0.047739506
2056,[M]O/N=C\1/C(=O)Nc2c1cccc2,0.047736168
2057,COC(=O)[C@H]([C@@H]([C@@H]([C@@H]1[C@H](C)[C@@H](O)C[C@@]2([O]1[M])CC[C@@](O2)(C)[C@H]1CC[C@@](O1)(CC)[C@@H]1O[C@H](C[C@@H]1C)[C@H]1O[C@@](O)(CO)[C@@H](C[C@@H]1C)C)C)OC)C,0.047728479
2058,[M]/[O]=C(/[C@H]([C@H](C1=NC=CN1)C1=NC=CN1)C(=O)O)\O,0.047716558
2059,[M][O]=C([C@@H](NC(=O)c1ccc(cc1)C(=O)N[C@H](C(=O)O)CC(=O)O)CC(=O)O)O,0.047708988
2060,CO[C@H]1CC[C@@H](O[C@@H]1C)O[C@@H]1C[C@@]2(O[C@]1(C)[C@H]1CC[C@H]([C@]3(O1)O[C@H](C[C@@H]3C)[C@H]1O[C@@](O)(CO)[C@@H](C[C@@H]1C)C)C)C[C@H](O)[C@H]([C@H]([O]2[M])[C@H](/C=C(/C(=O)[C@@H](C[C@@H](C(=O)O)C)C)\C)C)C,0.0476982
2061,[M][O]1c2c3cccc2C(c2c1c(ccc2)/N=C/c1c2O[Si]4(Oc5c(/C=N/3)c(cc(c5O4)C(C)(C)C)C(C)(C)C)(Oc2c(cc1C(C)(C)C)C(C)(C)C)c1ccccc1)(C)C,0.047659099
2062,[M]/[O]=C(\c1cccc(c1O)/C=N/CC/N=C/c1cccc(c1O)C(=O)O)/O,0.047637939
2063,[M]/[O]=C(\C=C\c1c2ccccc2c(c2c1cccc2)/C=C/C(=O)O)/O,0.047624886
